Number of Clusters,Silhouette Score,DBCV Score,Combined Score,Number of Mispredicted Inputs,Number of Noisy Inputs,test_set,selection_metric,budget,model,threshold
11,0.32713067531585693,0.08408587341893922,0.2056082743673981,41,0,udacity_dave,nac,100,epoch,0.262
13,0.35440194606781006,0.1191868146399934,0.2367943803539017,71,4,udacity_dave,nac,150,epoch,0.262
21,0.3023754358291626,0.2017318304732218,0.2520536331511922,85,6,udacity_dave,nac,200,epoch,0.262
0,-1.0,-1.0,-1.0,5,5,udacity_dave,lsa,50,epoch,0.262
2,0.17692747712135315,-0.021957785760966762,0.07748484568019319,8,4,udacity_dave,lsa,100,epoch,0.262
3,0.17629922926425934,0.03553266315008926,0.1059159462071743,12,0,udacity_dave,lsa,150,epoch,0.262
4,0.20816822350025177,0.04140423686596656,0.12478623018310916,15,0,udacity_dave,lsa,200,epoch,0.262
-1,-1.0,-1.0,-1.0,0,-1,udacity_dave,std,50,epoch,0.262
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,std,100,epoch,0.262
3,0.1619063913822174,0.11784298974968506,0.13987469056595123,11,4,udacity_dave,std,150,epoch,0.262
2,0.2806163430213928,0.08233801473092127,0.18147717887615705,8,0,udacity_dave,std,200,epoch,0.262
0,-1.0,-1.0,-1.0,3,3,udacity_dave,pace,50,epoch,0.262
0,-1.0,-1.0,-1.0,5,5,udacity_dave,pace,100,epoch,0.262
2,0.0704469308257103,,,6,1,udacity_dave,pace,150,epoch,0.262
2,0.10712620615959167,0.25554192779500484,0.18133406697729826,9,2,udacity_dave,pace,200,epoch,0.262
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,dr,50,epoch,0.305
0,-1.0,-1.0,-1.0,4,4,udacity_dave,dr,100,epoch,0.305
0,-1.0,-1.0,-1.0,5,5,udacity_dave,dr,150,epoch,0.305
1,-1.0,-1.0,-1.0,9,0,udacity_dave,dr,200,epoch,0.305
1,0.1857783943414688,0.022570953334248526,0.10417467383785867,4,2,udacity_dave,ces,50,epoch,0.305
4,0.2624017298221588,0.0870048579100418,0.1747032938661003,12,3,udacity_dave,ces,100,epoch,0.305
6,0.2536865770816803,0.1593993757706744,0.20654297642617736,19,3,udacity_dave,ces,150,epoch,0.305
7,0.2267961949110031,0.42108231255003176,0.32393925373051746,21,4,udacity_dave,ces,200,epoch,0.305
-1,-1.0,-1.0,-1.0,1,-1,udacity_dave,est,50,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,est,100,epoch,0.305
1,0.20075668394565582,-0.004507641958307413,0.0981245209936742,6,3,udacity_dave,est,150,epoch,0.305
5,0.178963765501976,0.06997405155614547,0.12446890852906074,16,3,udacity_dave,est,200,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,rnd,50,epoch,0.305
1,0.16727223992347717,0.5396645551706344,0.3534683975470558,4,2,udacity_dave,rnd,100,epoch,0.305
2,0.09510841220617294,0.06688499800695019,0.08099670510656157,9,2,udacity_dave,rnd,150,epoch,0.305
2,0.17652614414691925,0.2876068467411895,0.2320664954440544,11,2,udacity_dave,rnd,200,epoch,0.305
-1,-1.0,-1.0,-1.0,0,-1,udacity_dave,ent,50,epoch,0.305
-1,-1.0,-1.0,-1.0,0,-1,udacity_dave,ent,100,epoch,0.305
-1,-1.0,-1.0,-1.0,0,-1,udacity_dave,ent,150,epoch,0.305
1,0.9416512250900269,0.9380991625526314,0.9398751938213291,4,2,udacity_dave,ent,200,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,gini,50,epoch,0.305
0,-1.0,-1.0,-1.0,5,5,udacity_dave,gini,100,epoch,0.305
0,-1.0,-1.0,-1.0,7,7,udacity_dave,gini,150,epoch,0.305
2,0.2556474804878235,,,7,1,udacity_dave,gini,200,epoch,0.305
-1,-1.0,-1.0,-1.0,1,-1,udacity_dave,gd,50,epoch,0.305
4,0.21506178379058838,0.12254198813683835,0.16880188596371337,10,0,udacity_dave,gd,100,epoch,0.305
0,-1.0,-1.0,-1.0,7,7,udacity_dave,gd,150,epoch,0.305
4,0.22730088233947754,0.14360883010684722,0.18545485622316238,10,0,udacity_dave,gd,200,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,kmnc,50,epoch,0.305
1,0.18858754634857178,0.026734852853691742,0.10766119960113175,4,2,udacity_dave,kmnc,100,epoch,0.305
3,0.2659345269203186,,,10,1,udacity_dave,kmnc,150,epoch,0.305
4,0.289429634809494,,,13,1,udacity_dave,kmnc,200,epoch,0.305
2,0.28466156125068665,0.17106142893576087,0.22786149509322376,7,0,udacity_dave,nac,50,epoch,0.305
8,0.2635935842990875,,,29,1,udacity_dave,nac,100,epoch,0.305
14,0.28352537751197815,0.2744243804994647,0.27897487900572143,56,3,udacity_dave,nac,150,epoch,0.305
11,0.3036540746688843,0.1793875725193959,0.2415208235941401,68,3,udacity_dave,nac,200,epoch,0.305
0,-1.0,-1.0,-1.0,5,5,udacity_dave,lsa,50,epoch,0.305
0,-1.0,-1.0,-1.0,6,6,udacity_dave,lsa,100,epoch,0.305
2,0.11580801010131836,0.0108608145538167,0.06333441232756754,8,3,udacity_dave,lsa,150,epoch,0.305
3,0.12461000680923462,0.2996180596450017,0.21211403322711816,10,2,udacity_dave,lsa,200,epoch,0.305
-1,-1.0,-1.0,-1.0,0,-1,udacity_dave,std,50,epoch,0.305
-1,-1.0,-1.0,-1.0,2,-1,udacity_dave,std,100,epoch,0.305
1,0.05921975150704384,0.030782386051749367,0.0450010687793966,6,2,udacity_dave,std,150,epoch,0.305
0,-1.0,-1.0,-1.0,4,4,udacity_dave,std,200,epoch,0.305
0,-1.0,-1.0,-1.0,3,3,udacity_dave,pace,50,epoch,0.305
1,0.2880338430404663,0.11702708339977605,0.2025304632201212,4,2,udacity_dave,pace,100,epoch,0.305
1,0.18117277324199677,-0.009781310421411218,0.08569573141029277,6,3,udacity_dave,pace,150,epoch,0.305
1,0.1747785210609436,0.5068849042351754,0.3408317126480595,6,3,udacity_dave,pace,200,epoch,0.305
